"tweets.user_id","tweets.status_id","tweets.created_at","tweets.screen_name","tweets.text","tweets.source","tweets.display_text_width","tweets.reply_to_status_id","tweets.reply_to_user_id","tweets.reply_to_screen_name","tweets.is_quote","tweets.is_retweet","tweets.favorite_count","tweets.retweet_count","tweets.quote_count","tweets.reply_count","tweets.ext_media_type","tweets.lang","tweets.quoted_status_id","tweets.quoted_text","tweets.quoted_created_at","tweets.quoted_source","tweets.quoted_favorite_count","tweets.quoted_retweet_count","tweets.quoted_user_id","tweets.quoted_screen_name","tweets.name","tweets.quoted_followers_count","tweets.quoted_friends_count","tweets.quoted_statuses_count","tweets.quoted_location","tweets.quoted_description","tweets.quoted_verified","tweets.retweet_status_id","tweets.retweet_text","tweets.retweet_created_at","tweets.retweet_source","tweets.retweet_favorite_count","tweets.retweet_retweet_count","tweets.retweet_user_id","tweets.retweet_screen_name","tweets.retweet_name","tweets.retweet_followers_count","tweets.retweet_friends_count","tweets.retweet_statuses_count","tweets.retweet_location","tweets.retweet_description","tweets.retweet_verified","tweets.place_url","tweets.place_name","tweets.place_full_name","tweets.place_type","tweets.country","tweets.country_code"
"x261592190","x1512503045355356160",2022-04-08 18:50:01,"narazhii","A little more @RealChalamet outtakes for you fans of #TimotheeChalamet 
He killed it last night in @LouisVuitton at the #Oscars #Oscars2022 
#photo #NFTartist https://t.co/Zxx1BeCa3c","Twitter for iPhone",140,,,,FALSE,TRUE,0,190,,,,"en",,,,,,,,,"nara",,,,,,,"x1508453000863535107","A little more @RealChalamet outtakes for you fans of #TimotheeChalamet 
He killed it last night in @LouisVuitton at the #Oscars #Oscars2022 
#photo #NFTartist https://t.co/Zxx1BeCa3c",2022-03-28 14:36:35,"Twitter for iPhone",734,190,"x1488165012745162755","BillyKiddstudio","Billy Kidd",552,1189,1474,"Brooklyn, NY","Photog based in NYC rep by WSM in NY, Paris, LA and Italy. PDN 30, Photo annual, NAEJ Award, Exhibited at 10 Corso Como, Clic & more. Painted flowers to NFT.",FALSE,,,,,,
"x1551348890","x1512503031631335432",2022-04-08 18:49:58,"Sy1723",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter for Android",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"Sylvie",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x2855944287","x1512502985401634820",2022-04-08 18:49:47,"aggarwal_alka",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter for Android",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"alka aggarwal",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x1334519426981490697","x1512502961791979528",2022-04-08 18:49:41,"no_itsbetty","@oscars_folklore I AGREE","Twitter for iPhone",7,"x1512455242096517122","x1158689418456252416","oscars_folklore",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"liz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x20655884","x1512502945677512707",2022-04-08 18:49:37,"musiqalsol","Full episode available on Spotify, Apple Podcasts, Google Podcasts and more! 
https://t.co/TImclX56fZ
#WillAndChris #Oscars  #SlapChrisRock #podcast #SundayDinner #WillSmith https://t.co/OmEUzzQNUY","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,,"en",,,,,,,,,"SOMEBODY’S SON",,,,,,,"x1512410706645299202","Full episode available on Spotify, Apple Podcasts, Google Podcasts and more! 
https://t.co/TImclX56fZ
#WillAndChris #Oscars  #SlapChrisRock #podcast #SundayDinner #WillSmith https://t.co/OmEUzzQNUY",2022-04-08 12:43:06,"Twitter for iPhone",2,1,"x1466184327310585857","TheLewisTable","Sunday Dinner Family Podcast",7,173,21,"","That after service fellowship you have been waiting for! Pull up to the Lewis Table where we talk about viral topics all with a Christ driven perspective!",FALSE,,,,,,
"x1483872048380325893","x1512502944482181121",2022-04-08 18:49:37,"Sky_3800","Will Smith’s fan support continues to decline after Oscars slap: poll 

A new fan poll found that support for Will Smith has further declined in the days since the star slapped Oscars presenter Chris Rock in the face during the live broadcast on ABC last month. https://t.co/sYRWVn5vnQ","Twitter Web App",261,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Murat SONGÜN",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1483872048380325893","x1512480345828257795",2022-04-08 17:19:49,"Sky_3800","Sean Penn calls for Oscars boycott if Ukraine’s Zelensky isn’t given chance to speak 

Shut up. Who are you. You think we don't know whose agent you are. There isn't a woman you haven't pierced your ass with. You even pierced Charlize Theron. https://t.co/mviYYjhJY6","Twitter Web App",140,,,,FALSE,TRUE,0,1,,,,"en",,,,,,,,,"Murat SONGÜN",,,,,,,"x1508199300911751192","Sean Penn calls for Oscars boycott if Ukraine’s Zelensky isn’t given chance to speak 

Shut up. Who are you. You think we don't know whose agent you are. There isn't a woman you haven't pierced your ass with. You even pierced Charlize Theron. https://t.co/mviYYjhJY6",2022-03-27 21:48:28,"Twitter Web App",0,1,"x1483872048380325893","Sky_3800","Murat SONGÜN",119,0,4605,"","a former Agent",FALSE,,,,,,
"x2762758995","x1512502938966581251",2022-04-08 18:49:36,"cionnfhaolaidh","Phil Lord and Chris Miller recall execs telling them that “if we played our cards right, we would one day 'graduate to live-action'” and that a “certain animated movie we made was so enjoyable that it reminded them of ‘a real movie.’”

(Source: https://t.co/ZgQYJAtOgs) https://t.co/80g8pKTa0r","Twitter Web App",139,,,,FALSE,TRUE,0,755,,,,"en",,,,,,,,,"April O'Bean",,,,,,,"x1511861751616352263","Phil Lord and Chris Miller recall execs telling them that “if we played our cards right, we would one day 'graduate to live-action'” and that a “certain animated movie we made was so enjoyable that it reminded them of ‘a real movie.’”

(Source: https://t.co/ZgQYJAtOgs) https://t.co/80g8pKTa0r",2022-04-07 00:21:45,"Twitter for iPhone",8063,755,"x780460754910732288","DiscussingFilm","DiscussingFilm",391410,814,36176,"","Your leading source in quick reliable news and one of a kind content. Home for healthy and liberating discussion on all things pop culture.",FALSE,,,,,,
"x1295888033112305664","x1512502933358882829",2022-04-08 18:49:34,"BizzyGainz","Oohh… <U+0001F632> just when we started to stop talking about it… <U+0001F926><U+0001F3FD><U+200D><U+2642><U+FE0F> #ChrisRock #WillSmith #WillAndChris #JadaPinkettSmith #Slapchrisrock #Oscars2022 https://t.co/4GY7Ei9g63","Twitter for iPhone",165,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Giancarlo G. <U+0001F1FA><U+0001F1E6> <U+262E><U+FE0F> <U+0001F1F7><U+0001F1FA>",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1428275258977628162","x1512502927197306882",2022-04-08 18:49:33,"SoSeeeek","Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR","Twitter for iPhone",140,,,,FALSE,TRUE,0,74,,,,"en",,,,,,,,,"Zeak",,,,,,,"x1512444149122928646","Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR",2022-04-08 14:55:59,"SocialFlow",589,74,"x15279429","VanityFair","VANITY FAIR",4811744,1227,148723,"New York, NY","Vanitas vanitatum.",TRUE,,,,,,
"x963671437923028994","x1512502909786853382",2022-04-08 18:49:29,"mahnkyle","@Raddsurfer People were outraged at what he did at the Oscars but now it is coming to light that the real villain in this story is Jada.","Twitter for Android",140,,,,FALSE,TRUE,0,9,,,,"en",,,,,,,,,"<U+0001F9DB><U+200D><U+2642><U+FE0F>",,,,,,,"x1512469554835906574","@Raddsurfer People were outraged at what he did at the Oscars but now it is coming to light that the real villain in this story is Jada.",2022-04-08 16:36:56,"Twitter for Android",223,9,"x718849113303949312","LivingDeadNerd","Zombie Pundit <U+200D><U+0001F1FA><U+0001F1F8><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F34A>",1087,1727,46508,"Tennessee, USA","Movie & Gaming Nerd, Zombie Aficionado, Political & World News Junkie, Thought Criminal, Populist, @LivingDeadNerd on Gab & Gettr too. #MAGAalways",FALSE,,,,,,
"x963671437923028994","x1512502571893678082",2022-04-08 18:48:08,"mahnkyle","Will Smith warns Jada not to use him for ‘social media clout’ in resurfaced video https://t.co/YH2Ic1Jwii","Twitter for Android",122,,,,FALSE,TRUE,0,13,,,,"en",,,,,,,,,"<U+0001F9DB><U+200D><U+2642><U+FE0F>",,,,,,,"x1512415413346385923","Will Smith warns Jada not to use him for ‘social media clout’ in resurfaced video https://t.co/YH2Ic1Jwii",2022-04-08 13:01:48,"Echobox",57,13,"x16973333","Independent","The Independent",3699222,400,1250160,"London, England","News, comment and features from The Independent. Try an ad-free experience with access to premium articles with our app: https://t.co/3cP3AmmEDy",TRUE,,,,,,
"x3895159753","x1512502851414724613",2022-04-08 18:49:15,"GmiaGbar","Will Smith's fan support continues to decline after Oscars slap: poll https://t.co/x3yha67vPT https://t.co/jPGv8iPH0S","Twitter for iPhone",129,,,,FALSE,TRUE,0,14,,,,"en",,,,,,,,,"<U+0001F337>gmia <U+0001F483><U+0001F54A><U+0001F490><U+0001F33A>",,,,,,,"x1512500246844264457","Will Smith's fan support continues to decline after Oscars slap: poll https://t.co/x3yha67vPT https://t.co/jPGv8iPH0S",2022-04-08 18:38:54,"SocialFlow",42,14,"x17469289","nypost","New York Post",2520714,11018,462968,"New York, NY","Breaking news & features from The New York Post. Follow your favorite sections: @pagesix, @nypmetro, @nypostbiz, @nypostsports, @nypfashion, @nypostopinion",TRUE,,,,,,
"x2823644570","x1512502771026595842",2022-04-08 18:48:56,"RHObsessed","Jada Pinkett-Smith is a toxic, emotionally abusive spouse. Will Smith is in an emotional abusive relationship. #Oscars https://t.co/1NtrAPbRBN https://t.co/yqy1lPMJoP","Twitter for iPhone",140,,,,FALSE,TRUE,0,72,,,,"en",,,,,,,,,"Edna C. Carvalho",,,,,,,"x1512312970201632781","Jada Pinkett-Smith is a toxic, emotionally abusive spouse. Will Smith is in an emotional abusive relationship. #Oscars https://t.co/1NtrAPbRBN https://t.co/yqy1lPMJoP",2022-04-08 06:14:44,"Twitter for iPhone",570,72,"x3234879118","rukiddingmelolz","Penny Madashell <U+0001F916>",4330,4796,52073,"New York City","I talk trash about trash TV & trash politics. Here for animal rescue, reality housewives, logic & free thought. Most ESH. #AdoptDontShop",FALSE,,,,,,
"x1223486480313487360","x1512502762470539265",2022-04-08 18:48:54,"SeekerThiok","Wonderful words about the #Oscars Incident of #WillSmith https://t.co/sIWZN0BeSu","Twitter for Android",56,,,,TRUE,FALSE,0,0,,,,"en","x1512390037694033927","@SadhguruJV @DelanoDSouza <U+0001F534>Indian<U+0001F1EE><U+0001F1F3> mystic @SadhguruJV counts #WillSmith among his followers... what does the famous #guru<U+0001F9D8><U+200D><U+2642><U+FE0F> think about the infamous #Oscars<U+0001F3AC> slap, and #nonviolence in general?

FRANCE 24's @DelanoDSouza speaks with #Sadhguru in an exclusive #interview<U+2935><U+FE0F> https://t.co/KHYbqcvkdc",2022-04-08 11:20:58,"TweetDeck",109,88,"x25049056","France24_en","THIOK <U+0BA4><U+0BBF><U+0BAF><U+0BCB><U+0B95><U+0BCD> <U+0924><U+093F><U+092F><U+094B><U+0915> #SaveSoil",329882,1122,321427,"Paris, France","<U+0001F30D> The French international news channel live 24/7 from Paris - Follow us for top stories on #business, #politics and #sports - <U+0001F534> Breaking Alerts: @BreakingF24",TRUE,,,,,,,,,,,,,,,,,,,,,
"x488953534","x1512502753104379912",2022-04-08 18:48:51,"TobiasBarkley","Yes what WILL SMITH did at the Oscars was wrong. But it was a stronger force behind his actions. Wether you’re a man or women BULLYING comes in many forms. Will Smith needs to get as far away from this toxic woman as far as possible

Y’all still can’t see who the real problem is? https://t.co/UtMpo2QNXY","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,,"en",,,,,,,,,"Tobias Barkley",,,,,,,"x1512494796891295745","Yes what WILL SMITH did at the Oscars was wrong. But it was a stronger force behind his actions. Wether you’re a man or women BULLYING comes in many forms. Will Smith needs to get as far away from this toxic woman as far as possible

Y’all still can’t see who the real problem is? https://t.co/UtMpo2QNXY",2022-04-08 18:17:15,"Twitter for iPhone",1,2,"x904191349641109504","Alex_PorterEnt","Alex Porter <U+0001F399>",267,345,11658,"Los Angeles, CA","<U+0001F399>Singer ~<U+0001F58A>Songwriter ~ <U+0001F3AC> Actor // National Anthem singer // Music available on all platforms// Click the link in bio #Clippernation #Ramshouse #Dodgers",FALSE,,,,,,
"x890036489916121088","x1512502677942460418",2022-04-08 18:48:34,"xyznews_com_ng","Oscars governors discuss sanctions for Will Smith over slap https://t.co/YSEGYNEDsF","WordPress.com",83,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"XYZNews.com.ng",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1509739098893824000","x1512502653854519297",2022-04-08 18:48:28,"SteveBergey","Billy Crystal Calls Will Smith Oscars Slap a 'Most Disturbing Incident' https://t.co/YJ0CcdYw2L https://t.co/YkcoTK29Cg","Twitter Web App",136,,,,FALSE,TRUE,0,4,,,,"en",,,,,,,,,"Steve Bergey",,,,,,,"x1512427597157732353","Billy Crystal Calls Will Smith Oscars Slap a 'Most Disturbing Incident' https://t.co/YJ0CcdYw2L https://t.co/YkcoTK29Cg",2022-04-08 13:50:13,"dlvr.it",24,4,"x916933621646286848","DeluxeCeleb","Deluxe",21,0,7600,"Worldwide","The official #DeluxeCeleb instagram and Twitter account!",FALSE,,,,,,
"x18795941","x1512502633428258818",2022-04-08 18:48:23,"laurimar","@MattWalshBlog Probably a bit too simplistic an explanation for how much psychological stuff that's most likely going on here, but yeah, I tend to agree. She seems pretty awful. And no matter how in the wrong Will was at the Oscars, the more I see of their dynamic the worse I feel for the guy.","Twitter Web App",279,"x1512498912174776326","x1500129642","MattWalshBlog",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"And Stop Calling Me Shirley",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x17957837","x1512502582098333697",2022-04-08 18:48:11,"KevinTRod","It’s also one of the greatest movies ever made. And while the Academy failed to give it any Oscars, I give them credit that Morgan Freeman was properly nominated for Best ACTOR and NOT shoehorned into the supporting category! https://t.co/gVFpKaEogy","Twitter for iPhone",225,,,,TRUE,FALSE,1,0,,,,"en","x1512493190523330568","The Shawshank Redemption is probably one of the best adaptations of a Stephen King story ever produced. 

And this scene is so iconic.

https://t.co/F9YuYpSdwk",2022-04-08 18:10:52,"Twitter Web App",1,1,"x15523980","nemalki","iCritic (Blue Checkmark) <U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1E6>",1826,1693,141336,"Turtle Island","Writer. Artist. Raconteur/Griot. Media/Classic TV Historian. Influencer? INFJ. Aquarius. Fire-Snake. Gen X. Zbornak.He/him. #NewDeal4Animation #BlackLivesMatter",FALSE,,,,,,,,,,,,,,,,,,,,,
"x39915851","x1512502359808696320",2022-04-08 18:47:18,"damienrecords","Will Smith's fan support continues to decline after Oscars slap: poll https://t.co/x3yha67vPT https://t.co/jPGv8iPH0S","Twitter for Android",129,,,,FALSE,TRUE,0,14,,,,"en",,,,,,,,,"Brian Pinette",,,,,,,"x1512500246844264457","Will Smith's fan support continues to decline after Oscars slap: poll https://t.co/x3yha67vPT https://t.co/jPGv8iPH0S",2022-04-08 18:38:54,"SocialFlow",42,14,"x17469289","nypost","New York Post",2520714,11018,462968,"New York, NY","Breaking news & features from The New York Post. Follow your favorite sections: @pagesix, @nypmetro, @nypostbiz, @nypostsports, @nypfashion, @nypostopinion",TRUE,,,,,,
"x39915851","x1512502524825292813",2022-04-08 18:47:57,"damienrecords","Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR","Twitter for Android",140,,,,FALSE,TRUE,0,74,,,,"en",,,,,,,,,"Brian Pinette",,,,,,,"x1512444149122928646","Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR",2022-04-08 14:55:59,"SocialFlow",589,74,"x15279429","VanityFair","VANITY FAIR",4811744,1227,148723,"New York, NY","Vanitas vanitatum.",TRUE,,,,,,
"x1250726331085729792","x1512502523470491649",2022-04-08 18:47:57,"steffy_sa","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa","Twitter for Android",140,,,,FALSE,TRUE,0,62,,,,"en",,,,,,,,,"Steffy<U+0001F19A>",,,,,,,"x1512476495893180420","Before Jada ever knew that some day a soft rapper from Philly would set it off at the Oscars and bish-slap Pookie from New Jack City

#WillSmithAssault FlashbackFriday #Oscars Set It Off https://t.co/eUIbFjYMIa",2022-04-08 17:04:31,"Twitter for iPad",56,62,"x1366973172","RewindMzansi","J<U+0001F170><U+FE0F>Y",16294,12938,127254,"Yonkindawo","TV writer for @quickreadmag <U+29BF> How-To Columnist <U+29BF>MzansiMagic fan<U+29BF> Reliable source of updates on #TheQueenMzansi #GomoraMzansi <U+29BF> Writing & TV <U+29BF> Ex twitter convict",FALSE,,,,,,
"x1426676984088760320","x1512502497432285187",2022-04-08 18:47:50,"10earthquakes","@Wolfe186801 It beat nwh at Oscars tho.","Twitter for Android",26,"x1512497786276691973","x1504006936911560710","Wolfe186801",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"DC Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1178778692207747072","x1512502463345143809",2022-04-08 18:47:42,"park_minlavnia",".@BTS_twt share their favorite film musical moments at the #Oscars. https://t.co/YILAwH0cbk https://t.co/tn1Yjg3D51","Twitter Web App",128,,,,FALSE,TRUE,0,91961,,,,"en",,,,,,,,,"parkminlavnia<U+0001F431><U+0001F425><U+0001F338><U+0001F499><U+0001F49B><U+0001F353><U+0001F352>",,,,,,,"x1508262546448343043",".@BTS_twt share their favorite film musical moments at the #Oscars. https://t.co/YILAwH0cbk https://t.co/tn1Yjg3D51",2022-03-28 01:59:47,"Twitter Web App",220855,91961,"x17525171","Variety","Variety",2746756,241643,369115,"Los Angeles, CA","The business of entertainment.",TRUE,,,,,,
"x1171142372547338240","x1512502446173609994",2022-04-08 18:47:38,"EliVronsky","Jared Leto has an oscar but this guy doesn't
...
Fuck the oscars. https://t.co/zg3p1Rri0v","Twitter for Android",65,,,,TRUE,FALSE,0,0,,,,"en","x1512448680451792901","Mads Mikkelsen on method acting: “It’s bullshit. What if it’s a shit film – what do you think you achieved? Am I impressed that you didn’t drop character? You should have dropped it from the beginning!“

Full interview: https://t.co/MeC0ok1RYO https://t.co/wJIUI9H2DU",2022-04-08 15:14:00,"Twitter for iPhone",17735,2162,"x1339619325578240000","FilmUpdates","Eli Vronsky",226640,27,13072,"Insta: thefilmupdatesofficial","All the latest news, reviews and interviews on films, actors and TV shows | Backup: @TheFilmUpdates",FALSE,,,,,,,,,,,,,,,,,,,,,
"x1476310849518247940","x1512502406084497417",2022-04-08 18:47:29,"LateToThis","Checking in after a little internet break. How were the Oscars?","Twitter for iPad",63,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Late to This",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1506573362268708871","x1512502401126879235",2022-04-08 18:47:28,"elmes1231","Will Smith's fan support continues to decline after Oscars slap: poll https://t.co/x3yha67vPT https://t.co/jPGv8iPH0S","Twitter Web App",129,,,,FALSE,TRUE,0,14,,,,"en",,,,,,,,,"elmes1231",,,,,,,"x1512500246844264457","Will Smith's fan support continues to decline after Oscars slap: poll https://t.co/x3yha67vPT https://t.co/jPGv8iPH0S",2022-04-08 18:38:54,"SocialFlow",42,14,"x17469289","nypost","New York Post",2520714,11018,462968,"New York, NY","Breaking news & features from The New York Post. Follow your favorite sections: @pagesix, @nypmetro, @nypostbiz, @nypostsports, @nypfashion, @nypostopinion",TRUE,,,,,,
"x1420660507","x1512502384555016192",2022-04-08 18:47:24,"Knewz_Currently","Will Smith’s fan support continues to decline after Oscars slap: poll https://t.co/pOWhiPkwt2 #SM https://t.co/PtvNk4Db48","dlvr.it",97,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Woody",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1093825673867784192","x1512502383057813507",2022-04-08 18:47:23,"Dave22552702","Oscars were last week https://t.co/wGHbdqrAQE","Twitter for Android",42,,,,FALSE,TRUE,0,2,,,,"en",,,,,,,,,"Hullpup",,,,,,,"x1512456921604923395","Oscars were last week https://t.co/wGHbdqrAQE",2022-04-08 15:46:44,"Twitter Web App",4,2,"x1512412970898411523","Shirley22034040","Shirley Walker",6,28,28,"","Trying to keep up with developments in our democratic, rules based world <U+0001F610>",FALSE,,,,,,
"x2694431833","x1512502376325955584",2022-04-08 18:47:22,"MoneyMakingConv","Comedian Earthquake Blames Jada Pinkett Smith For Not Stopping Will Smith’s Slap, Says She ‘Doesn’t Love Him’ https://t.co/Vji2hiCsTI","Twitter for Android",140,,,,FALSE,TRUE,0,5,,,,"en",,,,,,,,,"Money Making Conversations",,,,,,,"x1512178088381140996","Comedian Earthquake Blames Jada Pinkett Smith For Not Stopping Will Smith’s Slap, Says She ‘Doesn’t Love Him’ https://t.co/Vji2hiCsTI",2022-04-07 21:18:45,"SocialFlow",18,5,"x15612015","blackenterprise","Black Enterprise",325714,9303,106894,"Madison Avenue, NYC","Info. about entrepreneurship, #tech, personal finance & other business resources.",TRUE,,,,,,
"x3950969661","x1512502373213687810",2022-04-08 18:47:21,"avabri56","If we are forced to go through this 'great reset' i hope it gets rid of the oscars and grammys","Twitter Web App",114,,,,FALSE,TRUE,0,6,,,,"en",,,,,,,,,"<U+0001F1FA><U+0001F1F8> Brian Krzywicki<U+0001F1FA><U+0001F1F8>",,,,,,,"x1510834126043107328","If we are forced to go through this 'great reset' i hope it gets rid of the oscars and grammys",2022-04-04 04:18:20,"Twitter for Android",122,6,"x1380691556722749445","zeynepmyenisey","dr. zeynep",23996,703,12622,"","super not woke. knows way too much about the Titanic",FALSE,,,,,,
"x1510981723152130055","x1512502317341360128",2022-04-08 18:47:08,"gn202262","Will Smith’s fan support continues to decline after Oscars slap: poll

https://t.co/wREpnZ4Tbf","Twitter Web App",94,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"GN202262",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x260067954","x1512502311939104774",2022-04-08 18:47:06,"ydranov","Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR","Twitter for iPhone",140,,,,FALSE,TRUE,0,74,,,,"en",,,,,,,,,"Candlelight",,,,,,,"x1512444149122928646","Ricky Gervais thinks he would have evaded Will Smith's anger at the Oscars: “I wouldn’t have told a joke about his wife’s hair... I’d have told a joke about her boyfriend.” https://t.co/TfM93WSULR",2022-04-08 14:55:59,"SocialFlow",589,74,"x15279429","VanityFair","VANITY FAIR",4811744,1227,148723,"New York, NY","Vanitas vanitatum.",TRUE,,,,,,
"x1006126183954644992","x1512502289155739655",2022-04-08 18:47:01,"zsuzsanna_virag","Only three days left...@HansZimmer  in #Budapest on 11 th April. Can't wait!
#DuneMovie #Oscars https://t.co/vudN9RCU6Q","Twitter for Android",95,,,,TRUE,FALSE,1,0,,,,"en","x1512396443151183872","Paul's Dream - Dune 
Hans Zimmer live in Paris #dune https://t.co/q6GL8pOCPS",2022-04-08 11:46:25,"Twitter for Android",210,33,"x141877824","heexpelliarmus","SusanV_Dune",270,188,64352,"","Mr Davis, that is the girls lavatory <U+0001F6C0><U+0001F9D6><U+200D><U+2640><U+FE0F>
<U+0001F43A><U+0001F31A><U+0001F31B>
<U+0001F4DD>",FALSE,,,,,,,,,,,,,,,,,,,,,
"x302302070","x1512502281698258945",2022-04-08 18:46:59,"sethcorey","No masks here at usaf, no masking at super bowl or the Oscars, no masks when cdc director speaks to@washu med school, no masks at state of union address… but for 5 yo kids at a school during lunch???? https://t.co/FKNck8gsg4","Twitter for iPhone",200,,,,TRUE,FALSE,0,0,,,,"en","x1512217873242107911","The current administration and many others in GOV may not properly appreciate @elonmusk, but these future graduates of the Air Force Academy sure do! <U+2764><U+FE0F>
 https://t.co/sO96jPBaUJ",2022-04-07 23:56:51,"Twitter for iPhone",13591,1804,"x778623","jhall","Seth Corey, MD MPH",3907,793,22914,"South FL & GA","$TSLA | SpaceX <U+0001F680>enthusiast/investor since 2013 | Photographer <U+0001F4F7> Artist <U+0001F468><U+0001F3FB><U+200D><U+0001F3A8>",FALSE,,,,,,,,,,,,,,,,,,,,,
"x18229321","x1512502258927296517",2022-04-08 18:46:54,"kreepazoidkelly","@Yxlist @Gruesome_Gal It depends I can’t see the meme if he used it before so… And in reality going through all the Oscars best dressed I don’t even know who this person was but he was dressed like Edward Scissorhands so he would’ve been a more appropriate meme. Love Edward Scissorhands and his Style","Twitter for iPhone",279,"x1512500805915529217","x1404585791679045637","Yxlist",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"<U+0001D40A><U+0001D42B><U+0001D41E><U+0001D41E><U+0001D429><U+0001D41A><U+0001D433><U+0001D428><U+0001D422><U+0001D41D><U+0001D40A><U+0001D41E><U+0001D425><U+0001D425><U+0001D432>",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x932073770034049024","x1512502253294395398",2022-04-08 18:46:52,"kidproto","The only question of the day is at what time will the Oscars release info about their level of support for Will Smith.","Twitter Web App",118,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"kidproto",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x932191441182515201","x1512502195853447168",2022-04-08 18:46:39,"AnnCope16","@suky01 Imo the oscars should have shown it was not OK at the time. WS was allowed to take his seat, get an award and a standing ovation. That wasn't supporting of CR. It is sad. I like WS  Hes an excellent actor. CR handled it all well. Sometimes comedians go too far 1/2","Twitter for Android",264,"x1512501044428873736","x26827190","suky01",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Ann Cope <U+26BD><U+FE0F><U+0001F3AC> <U+0001F4FA><U+0001F596>",,,,,,,,,,,,,,,,,,,,,,,,,,,
